# Output from https://query.wikidata.org/#SELECT%20%3Ftype%20%3FtypeLabel%20%23%3Fsubtype%20%3FsubtypeLabel%20%23%28COUNT%28%3Fx%29%20AS%20%3Fcnt%29%0AWHERE%0A%7B%0A%09%3Ftype%20wdt%3AP31%2Fwdt%3AP279%2a%20wd%3AQ744913%20.%0A%09SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22en%22%20.%20%7D%0A%20%20%20%20%3Fsitelink%20schema%3Aabout%20%3Ftype%20.%0A%09%3Fsitelink%20schema%3AinLanguage%20%22en%22%20.%0A%20%20%20%20%3Fsitelink%20schema%3AisPartOf%20%5B%20wikibase%3AwikiGroup%20%22wikipedia%22%20%5D%20.%0A%7D
type	typeLabel
http://www.wikidata.org/entity/Q1875659	Lufthansa CityLine Flight 5634
http://www.wikidata.org/entity/Q1995382	1963 Aeroflot Tupolev Tu-124 Neva river ditching
http://www.wikidata.org/entity/Q2003519	Air Canada Flight 797
http://www.wikidata.org/entity/Q1851980	Malév Flight 240
http://www.wikidata.org/entity/Q1965497	1936 KLM Croydon accident
http://www.wikidata.org/entity/Q1977092	2007 Mogadishu TransAVIAexport Airlines Il-76 crash
http://www.wikidata.org/entity/Q1833067	KLM Flight 823
http://www.wikidata.org/entity/Q4055775	JS Air Flight 201
http://www.wikidata.org/entity/Q4055774	Sun Way Flight 4412
http://www.wikidata.org/entity/Q4055763	Aeroflot Flight 5463
http://www.wikidata.org/entity/Q4055770	Aeroflot Flight 7425
http://www.wikidata.org/entity/Q4055786	1961 Goldsboro B-52 Crash
http://www.wikidata.org/entity/Q4055760	1981 Pushkin Tu-104 crash
http://www.wikidata.org/entity/Q4055781	2011 Chinook shootdown in Afghanistan
http://www.wikidata.org/entity/Q4055767	Baikal Airlines Flight 130
http://www.wikidata.org/entity/Q4055777	2009 Makhachkala Il-76 collision
http://www.wikidata.org/entity/Q4055762	Aeroflot Flight 6502
